Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
6595,tt18146164,Uljhe Hue,2022,"Short, Romance","Embarrassed and frustrated after being stood up at a movie theatre, Rasika, an introvert visual artist bumps into Varun, a lawyer, while trying to escape the realities of Online Dating.",Satish Raj Kasireddi,"Sanjana Sanghi, Abhay Verma",https://m.media-amazon.com/images/M/MV5BZmMwOTI3MWItNTBhOS00ZGM5LTg0NjMtNWU4Y2I5OTUwNDhjXkEyXkFqcGc@._V1_SX300.jpg,7.2,107
6596,tt14433692,Dilli Kaand,2021,Drama,"When Alishka travels with his friend on public transport, she gets assaulted by six men, leaving her injured and naked. As this horrific case sparks nationwide outrage, Inspector Pandey and Journalist Riya Batra must work together...",Kritik Kumar,"Shahbaz Baweja, Preetika Chauhan, Kashvi Kanchan",https://m.media-amazon.com/images/M/MV5BMTNhMTVlM2ItYmZiNi00MmNlLWEzMWQtZGFmMjk1Mzg1NzcyXkEyXkFqcGdeQXVyMTU4OTM3ODI4._V1_SX300.jpg,Not Available,9
6597,tt6825762,Side A Side B,2017,"Drama, Musical, Romance","During a 44 hour long train journey from Guwahati to Mumbai, guitarist Aiban Joel Gogoi and his singer girlfriend Shivi realise they are headed in opposite directions. Side A Side B, a real world musical structured like a music al...",Sudhish Kamath,"Rahul Rajkhowa, Shivranjani Singh",https://m.media-amazon.com/images/M/MV5BNWNjNDgwZGYtOTA4ZS00NTExLWEyMmItNDU5MDkwMmUzZTNhXkEyXkFqcGdeQXVyNDA0MzU1MQ@@._V1_SX300.jpg,Not Available,13
6598,tt17542388,"The Wind In Your Body Is Just Visiting, Your Breath Will Soon Be Thunder",2022,Not Available,"Breathing has become synonymous with collective rage against police brutality, racism, catastrophic climate change, the breakdown of systems of care, state backed violence, right wing extremism, and constitutional crises.",Pallavi Paul,Not Available,Not Available,Not Available,Not Available
6599,tt17554444,Sab changa si,2022,Documentary,"An intimate documentary on friendships, language, love, youth, resistance, and identity of class, caste, religion, and gender. Set in the backdrop of the nationwide 2019-2020 student protests against the Citizenship Amendment Act ...",Teresa A. Braggs,Not Available,https://m.media-amazon.com/images/M/MV5BMjI2NTZhZGEtZDZiMC00MzY3LTk3ZDYtMGIyMGJlNDk1YjRiXkEyXkFqcGdeQXVyMTMxMTYzMTE1._V1_SX300.jpg,Not Available,7
6600,tt21078546,Dream Boy,2021,"Short, Drama, Romance",Not Available,Salim Siddiqui,"Shawn Gupta, Krishna",https://m.media-amazon.com/images/M/MV5BODA2NzMwOGUtNjZlMS00ODc1LWE4MDgtMzEzMWQzNjU0OTBhXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_SX300.jpg,Not Available,6
6601,tt20873188,Motu Patlu in the Toy World,2021,"Animation, Adventure, Comedy",Motu Patlu travel to Toy world to save their friend Chaiwala and the world from the evil plans of Barbados to convert the human world into toy world.,Suhas Kadav,Not Available,https://m.media-amazon.com/images/M/MV5BZDFjMTk1MzYtNjQ2Yy00MzJhLWE4ZGEtYTgzNmU2ZGI5ZDgyXkEyXkFqcGdeQXVyNjkyODEzOTM@._V1_SX300.jpg,Not Available,10
6602,tt17388594,Urf,2022,Documentary,A documentary exploring the lives of three Bollywood celebrity lookalikes.,Geetika Narang Abbasi,"Kishore Bhanushali, Firoz Khan, Prashant Walde",https://m.media-amazon.com/images/M/MV5BNmQwZjY2YWMtZDNjZC00MzA3LWI5YTMtNjNjZGFjZDZkYjRkXkEyXkFqcGdeQXVyMTI5MjUwMTE@._V1_SX300.jpg,Not Available,Not Available
6603,tt1095011,Lambu Dada,1992,"Action, Crime, Drama","Lavina lives a wealthy lifestyle in Raigarh along with her widower dad, Kunver Pratap Singh, his mother, and a governess, Anita. After her birthday, their lives are shattered by the entry of Pratap's brother, Thakur Vikram Singh, who",Sharad Chaudhary,"Master Akash, Mahesh Anand, Kabir Bedi",https://m.media-amazon.com/images/M/MV5BYTQyM2NhZDQtZjg0ZS00N2JjLWE4YjktYTYwODkzOWVlM2ViXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,4.8,23
6604,tt0485811,Jwaala Daaku,1981,Action,"Ravi would like to study medicine and then come back and practice it in his small town where there is no doctor or medical facility available for miles. Encouraged by the townspeople and his brother, Bankhe, he re-locates to Bomba...",R.P. Swamy,"Mahendra Sandhu, Asha Sachdev, Farida Jalal",https://m.media-amazon.com/images/M/MV5BZGNkOWU5YjAtNDc3OC00YTJhLWExNGMtZTRiNDc1ZWM5OTU0XkEyXkFqcGdeQXVyODQwMDcwNDY@._V1_SX300.jpg,Not Available,16
6605,tt0233965,Janam Janam Na Saath,1977,Romance,Not Available,Mehul Kumar,"Adil Amaan, Bhavana Bhatt, Gayatri",Not Available,Not Available,Not Available
6606,tt0252558,Jai Radhe Krishna,1974,Not Available,Not Available,Yeshwant Pethkar,"Mohan Choti, Jeevan Dhar, Satyajeet Puri",Not Available,Not Available,Not Available
6607,tt0378071,Hum Tere Ashiq Hain,1979,Drama,"Recently widowed Thakur Vikram Singh left India the same time the British did along with his son, Anand, for England. Years later, Anand has grown up to be a doctor and travels to Bombay, India, to work together with Dr. Pradhan f...",Prem Sagar,"Jeetendra, Hema Malini, Amjad Khan",https://m.media-amazon.com/images/M/MV5BODBiMzQ3ODctNGUxOS00NWJkLWJhMDktMWU1YjY5NTY3ZDYxXkEyXkFqcGdeQXVyNTM0MDc1ODE@._V1_SX300.jpg,6.2,31
6608,tt2040294,Blood Honour Bleeds,2011,"Short, Crime, Drama","UN statistics say that there are more than 5000 women and girls killed by their own family members for the sake of their honor for reasons like westernizing, falling in love and getting married by their own choice to partners outs...",Samik Roy Choudhury,"Nikhil Attri, Bidyut Roy Choudhury, Sheuli Roy Choudhury",https://m.media-amazon.com/images/M/MV5BZmZkNjkyNzAtYTliNy00Yzc4LTk5YjktZjVmY2E0ZjY3ZWMzXkEyXkFqcGdeQXVyMTc5MzExNzU@._V1_SX300.jpg,8.5,10
6609,tt11214652,Yahi Soch Toh Badalni Hai!,2019,"Short, Drama","Why are homosexuals mistreated even today? Why are girls considered weak in some sections of the society, even today? Why is religion, a reason of conflict even today? Why are regular reports of domestic violence filed, even today? I",Prarjun Majumder,"Sushmita Baishya, Supreet Kaur, Drishti Mishra",https://m.media-amazon.com/images/M/MV5BMTNiYTJkYjktMDIxNy00NzI0LTk2NjItN2MxNDUxNzdhNTEzXkEyXkFqcGdeQXVyMTA5NDk1NTg0._V1_SX300.jpg,Not Available,Not Available
6610,tt3526430,After the Third Bell,2014,"Crime, Mystery",The death of an actor in front of a live audience leads to an investigation where the officer in charge seems more distracted by his prejudices towards the suspects than the merits of the case.,Ajay Govind,"Udayan Banerjee, Akanksha D. Sharma, Sukhesh Arora",https://m.media-amazon.com/images/M/MV5BMTc0YWY1YjQtYTczYS00ZTAzLWIwMDQtNTljZDRjMzVlYzQzXkEyXkFqcGdeQXVyMjY4NzQ2MTk@._V1_SX300.jpg,6.5,46
6611,tt13445934,Toofan Mail 8 Down,2021,Drama,Not Available,Akriti Singh,"Akriti Singh, Surya Rao, Arshad Mumtaz",https://m.media-amazon.com/images/M/MV5BYTgyMGQ5ODQtZGY4NS00NDlmLWIxZmItMjUxNWRhNDQ1MzRjXkEyXkFqcGdeQXVyNjkyOTcxNDQ@._V1_SX300.jpg,7.1,150
6612,tt19996158,Funral,2022,Drama,"When a human being is born he cries but the whole world around him is happy. And when a human being dies, he is silent and the whole world around him cries. Why is that? Give a smiling farewell to everyone, who is parting ways.","Vivek Rajendra Dubey, Ramesh Maruti Dighe, Shripad Joshi","Aroh Welankar, Tanvi Barve, Prema Sakhardande",https://m.media-amazon.com/images/M/MV5BMDcyNWMyMDktZmZkNS00MGJjLTkxOTUtNDI5YzUwZDM5ZmI1XkEyXkFqcGc@._V1_SX300.jpg,7.4,111
6613,tt0158313,Us-Paar,1974,"Drama, Family, Romance","Mohan is a college student and a slacker. His father asks him to come to their village home so that he can continue on with his studies without any interruptions, and also look after his ailing grandfather, while his dad goes out ...",Basu Chatterjee,"Vinod Mehra, Moushumi Chatterjee, Padma Khanna",https://m.media-amazon.com/images/M/MV5BMjk1ZWUzYzQtM2E0YS00MzAyLTg2YmQtYTI2OTY0MDc2YWYxXkEyXkFqcGc@._V1_SX300.jpg,6.5,36
6614,tt10245574,Aapke Aa Jane Se,2019,"Short, Drama","An under-appreciated, slightly emasculated father of two is going through the general humdrum of middle class Indian life. Until one day, in front of many, he is unexpectedly thrust into the spotlight, making everyone around him s...",Shiladitya Bora,"Manu Rishi Chadha, Sunita Shyamsunder, Shloak Bharadwaj",https://m.media-amazon.com/images/M/MV5BMjNlMGE4YTktMjFjYi00ZDdhLTk4NTctYTM5OTZmMGViNmFkXkEyXkFqcGc@._V1_SX300.jpg,9.3,35
6615,tt1262868,Bub (Father),2001,Drama,"The film is based on the real life incident of the Vandahama tragedy, where a Kashmiri Pundit family was massacred before the Republic day on 26th January.",Jyoti Sarup,"K.K. Raina, Kuber Sarup, Virendra Razdan",https://m.media-amazon.com/images/M/MV5BOGIyYTM3OGEtNGU5MS00NmQ0LWExM2MtYWYwN2M1ZGZlZGFkXkEyXkFqcGdeQXVyODkxNTA2Mzc@._V1_SX300.jpg,6.7,21
6616,tt15770326,DRE7MS,2021,"Drama, Fantasy, Romance","After experiencing a traumatic loss of a colleague, Saanjh starts seeing a mysterious girl in his dreams who takes him through the seven stages of grief.",Anurag Jha,"Anurag Jha, Bhuvansing Patle, Sushmita Dey",https://m.media-amazon.com/images/M/MV5BNDczYzkzNGItMGYwZC00OTU5LTk5NzQtYmY1NjYwYzQzYmY3XkEyXkFqcGc@._V1_SX300.jpg,8.4,103
6617,tt6651090,Bhangarh: The Last Episode,2017,Horror,"In March 2012, five crew members of a news channel disappeared in Rajasthan while shooting an episode of a paranormal TV show in the world's most haunted location, Bhangarh. After two years their footage was found.",Anil Bajpai,"Prashant Barot, Deepanshu Malik, Rumana Molla",https://m.media-amazon.com/images/M/MV5BYmE1ZjM2YWItYzNmYi00YThhLWE0YjQtZWZiOWJlYWNhZjJiXkEyXkFqcGc@._V1_SX300.jpg,5.6,22
6618,tt4859324,Patna Se Pakistan,2015,"Action, Drama",a young man's family was killed in terrorist attack in Patna he seeks for help to local minister but minister refuses so he himself goes to Pakistan to avenge his familiy's killing,Santosh Mishra,"Sunitha Pandey, Amrapali Dubey, Kajal Raghwani",https://m.media-amazon.com/images/M/MV5BODJiZDk5N2ItZjQ2Mi00YjlkLThjYTktZWZkNjExY2YxNTIzXkEyXkFqcGdeQXVyNjkwOTAzMjQ@._V1_SX300.jpg,6.8,78
6619,tt0362056,Pyar Ka Rog,1994,"Comedy, Drama, Romance","Fellow collegians, Ravi Singh and Reema Sharma, fall in love; she is introduced to Ravi's eccentric dad, Colonel Udham, who approves of her, and permits them to get married. Shortly thereafter Udham has an indoor accident, hurts h...",Akashdeep Sabir,"Ravi Behl, Sheeba Agarwal, Hemlata Deepak",https://m.media-amazon.com/images/M/MV5BOWIyNDA5ODMtNDA4Ni00Yjg2LWE3MmMtZjg2Mzc3ZTc0OWRlXkEyXkFqcGdeQXVyMTU1OTgyNDEz._V1_SX300.jpg,3.8,23
6620,tt0363896,Police Wala,1993,Romance,"After the brutal murder of Jagmohan's father, Inspector Rakesh Nath, his mother loses her mind and is unable to communicate with anyone. Jagmohan grows, educates himself, and becomes a plain-clothes police officer, who has been as...",Sikander Bharti,"Chunky Pandey, Kiran Kumar, Ishrat Ali",https://m.media-amazon.com/images/M/MV5BZDZkODE1MjktNjZiNS00NjUyLThjNTYtMWJlZjQ2ZDE4Mjc4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,3.6,17
6621,tt0400365,Dilwale Kabhi Na Hare,1992,Romance,"Rahul and Vijay are close friends, and have been so for quite sometime. Rahul meets with attractive Anjali, and both fall in love. Vijay also meets with Anjali and he, too, falls in love with her. When Rahul finds out that his bud...",V. Menon,"Rahul Roy, Prithvi Vazir, Nagma",https://m.media-amazon.com/images/M/MV5BMjE5MmZjYTktN2ViMy00NDc5LWFmZTctZDY3ZDU5YjE5MWVlXkEyXkFqcGc@._V1_SX300.jpg,3.5,22
6622,tt0234195,Man-Mauji,1962,"Comedy, Musical","Raja's frequent brushes with crime force his sister Rani to disown him, and she decides to work in Dr. Mohan's house. However, Dr. Mohan finds out the truth about Rani and her brother.","R. Krishnan, S. Panju","Kishore Kumar, Sadhana Shivdasani, Kumari Naaz",https://m.media-amazon.com/images/M/MV5BOTIzZjQ4MDEtNjc3MC00NTYzLWI3OTUtNGM0NDJjN2JkMzY1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.3,48
6623,tt0048951,Some Where in Delhi,1956,"Comedy, Drama, Romance",Not Available,M. Sadiq,"Harbans Darshan M. Arora, Ram Avtar, S.N. Banerjee",https://m.media-amazon.com/images/M/MV5BNDk1ODI5YzUtZTY4Yy00NjQyLWE0YTctYjBlOTEzYmExY2E2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,5.2,13
6624,tt0157524,Dekh Kabira Roya,1957,"Comedy, Romance","Mohan, Pradeep and Ranjeet are struggling artistes who share the same house. When they decide to help each other find love by using their talents, their lives get entangled and chaos ensues.",Amiya Chakrabarty,"Anita Guha, Anoop Kumar, Jawahar Kaul",https://m.media-amazon.com/images/M/MV5BMmE3ZTkwMWMtNWQyOC00Njg5LWExYTEtYzMxNWNlNDE0ZjM2XkEyXkFqcGc@._V1_SX300.jpg,8.0,46
6625,tt0130731,Gateway of India,1957,"Comedy, Crime, Drama",A woman encounters assorted suitors/suspicious characters while on the run from killers.,J. Om Prakash,"Bharat Bhushan, Pradeep Kumar, Madhubala",https://m.media-amazon.com/images/M/MV5BMDNhMDllMWUtZWM3Ni00NmMzLTk2ZDctNjFkOTAyYTUyYmU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.6,58
6626,tt13243342,Little Men,2019,"Short, Drama","'Little men' explores a space that is indifferent towards the queerness of being, in the midst of a crumbling, dilapidating society. In this space, two men, who have a seemingly deep but incomprehensible bond, try to coexist seamless",Aritra Sarkar,"Devas Dixit, Priyanka Nath",https://m.media-amazon.com/images/M/MV5BMDFmZWMyMjMtYTAxMi00MzUyLTkyMGMtNWYwZGJlZGRmMjY1XkEyXkFqcGdeQXVyMTAyMTMzMTE5._V1_SX300.jpg,Not Available,Not Available
6627,tt14354812,Dekh Mujhe Bhi - Syed Fardeen and Shweta Jean,2021,"Music, Romance",Not Available,"Saaz Khan, Shaim Khan","Saif Aly, Syed Fardeen, Pinky Gurung",https://m.media-amazon.com/images/M/MV5BODc3OGI4YWYtYzZjMy00MjQ2LWJhZDktMGZlOWQ4YmZhNTVmXkEyXkFqcGc@._V1_SX300.jpg,Not Available,Not Available
6628,tt5090066,Rasan Piya,2015,"Documentary, Biography, Music","'Rasan Piya' is a documentary on the life of renowned Khayal vocalist and poet, Ustad Abdul Rashid Khan. His story is that of an extraordinary musician, poet and teacher; of someone who has not only preserved but also added much t...",Niharika Popli,Not Available,https://m.media-amazon.com/images/M/MV5BMmNjNzBhZjctOTUzYy00YmNiLTlkMGYtMzQ0MjdlZGI5N2I5XkEyXkFqcGdeQXVyMjQwODYyNzU@._V1_SX300.jpg,8.9,21
6629,tt3720210,Junglee Bahar,1993,"Adventure, Romance, Thriller","When humanity had not yet developed elaborate languages, there were already love and jealousy, and rivalry and war.",K.M. Sundaram,"Julia, Mahi Kapoor, Rashmi",https://m.media-amazon.com/images/M/MV5BOWE1MGM4YzktMDFlOC00Mzg2LTg1ZTItN2NkOGQ1NmY0ODliXkEyXkFqcGc@._V1_SX300.jpg,Not Available,Not Available
6630,tt13829988,Wrong Number,2021,"Short, Thriller","During the lock-downs when the world fights against the pandemic, Tamanna fights with herself . And then the WRONG NUMBER Calls to change her life. But is this the end of her agony or is this a new beginning to a darker world for ...",Kalita Bikash,"Barsha Rani Bishaya, Udayan Duarah, Bondip Sarma",https://m.media-amazon.com/images/M/MV5BNDlmMDc0MGYtZDMzOC00NjhhLTk2MjktOWQ1M2Q5MDVjMmIzXkEyXkFqcGdeQXVyMTI4MjE5NTA2._V1_SX300.jpg,9.3,20
6631,tt8743140,Unmaad,2018,Drama,"Shankar, a politically influential person who has his team of goons working For him as 'Cow Protectors' who beat up each and every person they see with a dairy animal and Confiscate that animal with the help of a corrupt police of...",Shahid Kabeer,"Gehana Vasisth, Manisha Mondal, Amit Pundir",https://m.media-amazon.com/images/M/MV5BODRmMTJkZjUtNmE3NC00NmZmLWJlODktMjk4ZDRjZGNkYTEwXkEyXkFqcGdeQXVyODA2MTA1NTE@._V1_SX300.jpg,7.6,11
6632,tt15210538,Dug Dug,2021,"Comedy, Musical",Mysterious events in the wake of a freak motorcycle accident sow the seeds of a new religion.,Ritwik Pareek,"Altaf Khan, Yogendra Singh Parmar, Durga Lal Saini",https://m.media-amazon.com/images/M/MV5BMTVmMzkxNzItNmEyMS00OGFiLWFhMzQtYmYyMjRhNWYzZGFkXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,Not Available,38
6633,tt0055385,Roop Ki Rani Choron Ka Raja,1961,Romance,"A pilgrimage to Shiv-sagar is a pious dream for almost the entire country. People from all over India make this pilgrimage. On one such voyage a steamer was carrying diverse people, people from all walks of life.....with various m...",Harnam Singh Rawail,"Dev Anand, Waheeda Rehman, Hiralal",https://m.media-amazon.com/images/M/MV5BNzA3ZTdjODItY2Y5ZS00ZGFlLThhYTAtZTc3ZTNhNGQyNjFiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,7.2,39
6634,tt5742878,Vaishnav Jan Toh,2010,"Short, Drama","India. 1944. A village in Bombay Presidency (present day Gujarat). On a night when Mahatma Gandhi is visiting the village, Ba has an unexpected visitor - Pratap, a thief, has just shot a man and is seeking shelter. But the night h...",Kaushal Oza,"Sanrang Dipankar, Ranajay Gavrav, Jatin Goswami",https://m.media-amazon.com/images/M/MV5BYjY1NTFlNWItMzNhNC00MTI1LWE1NWYtODc4NTk2OGEyMGU1XkEyXkFqcGdeQXVyMTAyNjkyODY4._V1_SX300.jpg,Not Available,Not Available
6635,tt10427988,Shuruaat Ka Twist,2019,Drama,An anthology of six short films that explore the theme of 'twists' in the narrative and its various interpretations.,"Rahul Vaniya, Heena Dsouza, Avalokita Dutt","Neena Gupta, Chunky Pandey, Lalit Behl",https://m.media-amazon.com/images/M/MV5BM2RlMmFkZTAtZDZkMC00Mjg1LTk2OTYtOGE3ZDk5MGNlNWNjXkEyXkFqcGdeQXVyMTkyNjM5MTU@._V1_SX300.jpg,5.9,50
6636,tt15091474,Wrongleela,2021,Comedy,"Neil, a young aspiring actor, struggles to find an apartment and a job in Mumbai. He pays a casting agent to live with him in his house along with another crazed flatmate named Tiwari. Tiwari has installed CCTV cameras in the enti...",Mukul Vikram,"Vikram Kochhar, Krishanu Singh Rathore, Dheerendra Dwivedi",https://m.media-amazon.com/images/M/MV5BYThiYTJhNjItODRmYS00ZDUyLWJmMzQtNTc3MzkwNDVmNTZlXkEyXkFqcGdeQXVyMTM1ODQ1Njc2._V1_SX300.jpg,Not Available,18
6637,tt3522422,Out of Time,2021,"Horror, Mystery, Sci-Fi","A troubled young man, puzzled by his father's mysterious disappearance, goes to a British era mansion along with his friends where he gets stuck in a never ending time loop, only to discover astonishing facts from the past.",Arijit Lahiri,"Danny Sura, Menaka Lalwani, Ashish Bhatt",https://m.media-amazon.com/images/M/MV5BYjRjYjBiMzktNmQzZS00MDFlLWExNjgtMmYzNWFkNzZiNWEzXkEyXkFqcGdeQXVyNDc1NTUyODE@._V1_SX300.jpg,6.9,33
6638,tt21798068,Phir Milenge Chalte Chalte,2021,"Short, Romance","It's a Love Story of 2 Teenage Girls, Kavya and Avni Who Have Discovered Their Sense of Love For Each Other. Since It's a Farewell Night We'll Unfold a Scenario of Whether They'll Confess Their Love For Each Other or Not It's a St...",Vikhyat Srivastava,"Dibanisha Banerjee, Sai Godbole",https://m.media-amazon.com/images/M/MV5BNTJmOTdkMzgtNTIyYS00NzU5LWFkZjctNDViNGQ0Yjg1NzQ5XkEyXkFqcGc@._V1_SX300.jpg,Not Available,10
6639,tt7255830,Begamon Ka Bhopal,2017,"Documentary, Short","Begamon ka Bhopal is an ode to the times that once existed in Bhopal, through an everyday journey/nostalgia that is lived by a writer, a film keeper and royal descendants. Each in their own way hold onto time and thus become it. T...",Rachita Gorowala,Not Available,https://m.media-amazon.com/images/M/MV5BZDU0MzkzZDgtMzk5My00MDhhLTljOGUtZGNkZGQ5YjQ3ZDA3XkEyXkFqcGdeQXVyNDM0NjcwNzA@._V1_SX300.jpg,8.9,8
6640,tt0256230,Nili,1950,Romance,Not Available,Ratilal Hemchand Punatar,"Suraiya, Shyama, Agha",https://m.media-amazon.com/images/M/MV5BODViYTAwMDAtZDBjOS00NWI2LWI4YjEtODE1YzAxNDhhY2RmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Not Available,11
6641,tt5494960,Zara Si Bhool A Small Mistake,2015,Mystery,"A TALE OF LOVE LUST!!! AJAY and NINA ARORA are happily living in the US. Their quiet and peaceful life gets turned up side-down when the rich and flamboyant, SHEKHAR ANAND, buys a million-dollar estate across the street. Ajay cann...",Kiran Merchant,"Mohan Bhandari, Pamela Dickerson, Milisha Lal",https://m.media-amazon.com/images/M/MV5BNTc0Mzc2NjAtMjlmNi00ZWExLWFiZjAtYjIyOTAyNTc2NWZlXkEyXkFqcGdeQXVyNjU0NDkyMDQ@._V1_SX300.jpg,Not Available,10
6642,tt0158452,Aankh Michouli,1942,Not Available,Not Available,R.S. Choudhury,Nalini Jaywant,Not Available,Not Available,Not Available
6643,tt11191326,Baiju Bawra,2021,Drama,Sanjay Leela Bhansali's first full-fledged musical. This is a story revolving around two singers.,Sanjay Leela Bhansali,"Deepika Padukone, Alia Bhatt, Ranbir Kapoor",Not Available,Not Available,Not Available
6644,tt8962380,Katran,2018,"Short, Drama, Family",An old couple decides to end their 36 years of marriage because of their unresolved issues and this results in an eventful conversation between them on the way to the lawyer.,Prem Singh,"Alka Amin, Rajendra Chawla, Eshika Dey, Rajkumar Kanojia",https://m.media-amazon.com/images/M/MV5BNWRiMmY0MzQtMzM4Yi00MzFmLTk2NmQtNjE3YWFlMGM0OWFhXkEyXkFqcGdeQXVyMjc4ODMzMDY@._V1_SX300.jpg,7.2,12
6645,tt13788380,Closets,2020,"Short, Drama",Not Available,Jiya Bhardwaj,"Pranav Sachdev, Rajesh Sharma, Supriya Shukla",https://m.media-amazon.com/images/M/MV5BNTYxOGE3NDMtMjUxMS00NTNmLThmMjgtYmE0OGJmOWE1ZjY5XkEyXkFqcGdeQXVyODEwNjM2NDE@._V1_SX300.jpg,7.7,10
6646,tt0156506,Ek Saas Zindagi,1991,Not Available,Not Available,Basu Bhattacharya,"Deepali Benarji, Rajan Haksar, Ashok Sen",Not Available,Not Available,Not Available
6647,tt0234302,Na-Insaafi,1989,"Action, Crime","Widowed Judge Kedarnath Sinha lives a comfortable life with two sons, CBI Inspector Vijay and college student Sonu. Vijay is aware of the terrible tragedy that marked his 5th-birthday celebration: the party was interrupted by veng...",Mehul Kumar,"Shatrughan Sinha, Sonam, Chunky Pandey",https://m.media-amazon.com/images/M/MV5BNGRlNWQ0MWMtZDA3ZC00OWM4LWJlMGQtYTk2ODZmOWNlNGRmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.1,24
6648,tt0775088,Main Wohi Hoon,1966,Mystery,"Young and beautiful Asha Rai lives a wealthy life-style with her dad, Dhyanchand, in a palatial house. She has three suitors who are anxious to get a place in her heart and marry her. One is Jagdish, a wealthy businessman; the sec...",A. Shamsheer,"Feroz Khan, Kumkum, I.S. Johar",https://m.media-amazon.com/images/M/MV5BMTc0OTc0NTc4Ml5BMl5BanBnXkFtZTcwNjgxNDE0MQ@@._V1_SX300.jpg,5.3,15
6649,tt0367928,Kashmakash,1973,"Action, Family, Mystery","Watch full Movie Kashmakash online on erosnow.com Kashmakash 1973 Indian Hindi Movie directed by Feroze Chinoy.Produce by Star Cast Shatrujit & Rishi Chanda, Feroz Khan, Rekha, Asha Sachdev...",Feroz Chinoy,"Feroz Khan, Rekha, Shatrughan Sinha",https://m.media-amazon.com/images/M/MV5BNTFjYTA1MzctZjVhMi00NzM4LWJjNjctNzg5NDQ1NGVhYTkxXkEyXkFqcGdeQXVyNDQwOTAzNw@@._V1_SX300.jpg,5.8,27
6650,tt0367546,Bindiya Chamkegi,1984,"Comedy, Family","Shalini 'Shalu' lives a wealthy lifestyle with her businessman brother, Shyam Kapoor, and is expected to marry Surajbhan, the son of wealthy Thakursaheb. She would prefer that Shyam got married first so that he can have someone to...",Tarun Dutt,"Rekha, Vinod Mehra, Johnny Walker",https://m.media-amazon.com/images/M/MV5BNWZlMjkyMzItNzU4YS00YzU2LWJhNTAtZTE3NjE1MmMzZGFkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.8,24
6651,tt0358955,Atishbaz,1990,"Crime, Drama","Shamsher Singh Rajput lives a poor lifestyle in British India along with his widowed mom, a sister, Asha, and makes a living through crime. He is in love with a gypsy dancer, Reshma, and wants to marry her, but has to content with...",Mukhtar Ahmed,"Shatrughan Sinha, Anita Raj, Aditya Pancholi",https://m.media-amazon.com/images/M/MV5BY2Q1ZTUxODctZTc2Yi00YzVkLWI0MzAtZTEyMmI3MzU5Y2NlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2.9,61
6652,tt0232032,Main Hoon Jadugar,1965,Not Available,Not Available,Jugal Kishore,"Chitra, Paidi Jairaj, Ravikant",Not Available,Not Available,Not Available
6653,tt11285922,ladli,2019,Short,Not Available,Sudipta Kundu,Not Available,https://m.media-amazon.com/images/M/MV5BZTBjMmMwMTUtMTQwNy00OGE5LTkzM2MtYzUwMDRlYWNkMmM3XkEyXkFqcGdeQXVyMzg3MTIyNzU@._V1_SX300.jpg,Not Available,Not Available
6654,tt2959044,Sunday,1993,Comedy,"When Junior forgets to write an essay for School, He narrates the story of a fun and bizarre Sunday to his Teacher to escape the punishment. He and his parents go through a series of adventures culminating in a colourful chaos.",Pankaj Advani,"Rakesh Bedi, Deven Bhojani, Kurush Deboo",Not Available,6.9,11
6655,tt12278870,Gulabi Lens,2020,"Short, Drama, Romance","Ravi, a young migrant and poet-turned-Maths teacher, brings his new wife, Suman, to live with him in Mumbai. Weaving in and out of imagination and reality, the film lyrically explores how the new couple find their feet.",Saurabh Gupta,"Vrajesh Hirjee, Anushka Ranjan, Goraksha Sakpal",https://m.media-amazon.com/images/M/MV5BMDI4MWQ1OGMtNjI2Ny00OGEyLTg1NjctMGI2ZDM1YWJiYTNmXkEyXkFqcGdeQXVyOTAxMzQ3NzI@._V1_SX300.jpg,8.1,18
6656,tt0139012,Aladdin and the Wonderful Lamp,1952,"Adventure, Fantasy",An musical adaptation of Aladin and the wonderful lamp.,Homi Wadia,"Mahipal, Meena Kumari, S.N. Tripathi",https://m.media-amazon.com/images/M/MV5BMzhmMzgzODQtOGRlYy00ZWRiLThlNmMtZjFiZjgwZDY0NmRlXkEyXkFqcGc@._V1_SX300.jpg,5.9,28
6657,tt13576680,Vo Ladki,2025,"Drama, Romance","Pathik, decides to move on from every memory of Devyani and goes to meet her one last time with a thought of returning the wrist watch.",Praween Kumar Pandey,"RAAHI, Hema Chaudhary, Pooja Kandare",https://m.media-amazon.com/images/M/MV5BOGY5YWE2ZWUtYTBiYS00YWU2LTgxODMtMmQ4ZTY1ZjcyNjFhXkEyXkFqcGc@._V1_SX300.jpg,Not Available,Not Available
